image,type,kernel_size,time
2,rotate,0,0.117687
16,schear,0,0.132476
2,schear,0,0.130487
4,rotate,0,0.120355
image,rotate,0,0.119939
4,schear,0,0.120364
image,schear,0,0.120415
3,rotate,0,0.0319748
3,schear,0,0.0294287
8,rotate,0,0.117732
8,schear,0,0.134527
9,rotate,0,0.117659
9,schear,0,0.117851
6,rotate,0,0.11736
6,schear,0,0.117778
24,rotate,0,0.134199
24,schear,0,0.117688
21,rotate,0,0.117751
21,schear,0,0.117142
15,median,9,4.17712
15,mean,9,0.472326
15,highlight,9,0.4921
7,median,9,4.17203
7,mean,9,0.494984
7,highlight,9,0.496931
22,median,11,1.51691
22,mean,11,0.174185
22,highlight,11,0.17373
1,median,11,1.66647
1,mean,11,0.173771
1,highlight,11,0.173756
12,median,11,1.57948
12,mean,11,0.176339
12,highlight,11,0.176082
0,median,11,1.61567
0,mean,11,0.173612
0,highlight,11,0.173224
5,median,11,1.57502
5,mean,11,0.175004
5,highlight,11,0.17511
13,median,11,6.77184
13,mean,11,0.695836
13,highlight,11,0.694587
15,median,11,6.55692
15,mean,11,0.696877
15,highlight,11,0.697931
7,median,11,6.49985
7,mean,11,0.70341
7,highlight,11,0.70577
22,rotate,0,0.1406
22,schear,0,0.118125
1,rotate,0,0.118011
1,schear,0,0.118807
12,rotate,0,0.131262
12,schear,0,0.117945
0,rotate,0,0.11839
0,schear,0,0.118256
5,rotate,0,0.133706
5,schear,0,0.117299
13,rotate,0,0.476426
13,schear,0,0.479034
15,rotate,0,0.497338
15,schear,0,0.478006
7,rotate,0,0.479255
7,schear,0,0.493434
22,median,3,0.075111
23,median,3,0.0765534
2,median,3,0.0756775
22,mean,3,0.0170789
23,mean,3,0.0174082
2,mean,3,0.0171413
22,highlight,3,0.0170514
2,highlight,3,0.0170451
23,highlight,3,0.0176275
image,median,3,0.0736246
1,median,3,0.0784509
17,median,3,0.0768382
image,mean,3,0.0171611
1,mean,3,0.0172789
17,mean,3,0.0175433
image,highlight,3,0.0173465
1,highlight,3,0.0170772
17,highlight,3,0.0174412
3,median,3,0.0190072
3,mean,3,0.0043152
3,highlight,3,0.00435187
12,median,3,0.0900693
20,median,3,0.0889814
12,mean,3,0.0172535
20,mean,3,0.0172299
8,median,3,0.0877795
12,highlight,3,0.0170733
20,highlight,3,0.0170498
8,mean,3,0.0172769
14,median,3,0.0118733
14,mean,3,0.00430558
14,highlight,3,0.00436341
8,highlight,3,0.0176028
0,median,3,0.075177
0,mean,3,0.0171768
saltpepper1,median,3,0.0759037
9,median,3,0.0846744
0,highlight,3,0.0170751
saltpepper1,mean,3,0.0172669
9,mean,3,0.0173641
saltpepper1,highlight,3,0.017413
9,highlight,3,0.0171649
5,median,3,0.0757951
18,median,3,0.0702814
5,mean,3,0.0171557
18,mean,3,0.0171396
5,highlight,3,0.0170968
6,median,3,0.084328
18,highlight,3,0.0172281
6,mean,3,0.0172876
6,highlight,3,0.0172403
16,median,3,0.0663933
16,mean,3,0.0172487
24,median,3,0.0768008
16,highlight,3,0.0172317
24,mean,3,0.0173971
24,highlight,3,0.0173436
4,median,3,0.0746348
4,mean,3,0.0171257
21,median,3,0.0731012
4,highlight,3,0.0172692
21,mean,3,0.0172788
21,highlight,3,0.0172009
13,median,3,0.307441
13,mean,3,0.0685361
13,highlight,3,0.0683818
23,median,5,0.269622
23,mean,5,0.0402457
2,median,5,0.277127
23,highlight,5,0.0403384
2,mean,5,0.0403787
2,highlight,5,0.0402385
15,median,3,0.311857
15,mean,3,0.0685732
17,median,5,0.264146
image,median,5,0.25753
17,mean,5,0.0402637
15,highlight,3,0.0687173
17,highlight,5,0.0408753
image,mean,5,0.048412
image,highlight,5,0.0403088
3,median,5,0.0653034
3,mean,5,0.010061
3,highlight,5,0.0100212
20,median,5,0.27368
7,median,3,0.320186
20,mean,5,0.0408361
20,highlight,5,0.0399769
7,mean,3,0.0690938
14,median,5,0.0384198
8,median,5,0.269065
14,mean,5,0.00992632
14,highlight,5,0.0100603
8,mean,5,0.0398349
7,highlight,3,0.0682511
8,highlight,5,0.0404334
saltpepper1,median,5,0.263299
22,median,5,0.254728
saltpepper1,mean,5,0.0394159
22,mean,5,0.0397361
9,median,5,0.269633
saltpepper1,highlight,5,0.0397145
22,highlight,5,0.0396071
9,mean,5,0.0396507
9,highlight,5,0.0393787
18,median,5,0.235094
18,mean,5,0.0392513
1,median,5,0.260353
18,highlight,5,0.0394128
1,mean,5,0.0393649
6,median,5,0.267042
1,highlight,5,0.039572
6,mean,5,0.0394247
6,highlight,5,0.0395771
16,median,5,0.218074
16,mean,5,0.0467605
12,median,5,0.260277
16,highlight,5,0.0462681
12,mean,5,0.0398838
24,median,5,0.276567
12,highlight,5,0.039505
24,mean,5,0.039603
24,highlight,5,0.0392808
4,median,5,0.256667
4,mean,5,0.0472101
0,median,5,0.25518
4,highlight,5,0.0399549
0,mean,5,0.040235
21,median,5,0.251094
0,highlight,5,0.0397028
21,mean,5,0.0397343
21,highlight,5,0.0399467
5,median,5,0.25803
5,mean,5,0.0393614
5,highlight,5,0.039325
23,median,7,0.585608
23,mean,7,0.0743823
2,median,7,0.571394
23,highlight,7,0.0816871
2,mean,7,0.0742473
2,highlight,7,0.0738292
17,median,7,0.570288
17,mean,7,0.0734581
image,median,7,0.535815
image,mean,7,0.0777236
17,highlight,7,0.0853286
13,median,5,1.0833
image,highlight,7,0.0850577
13,mean,5,0.159019
3,median,7,0.144496
3,mean,7,0.0183403
3,highlight,7,0.0183563
13,highlight,5,0.1669
20,median,7,0.590904
20,mean,7,0.0739443
20,highlight,7,0.0813387
14,median,7,0.0916962
8,median,7,0.580448
14,mean,7,0.018545
14,highlight,7,0.0200156
8,mean,7,0.0836405
8,highlight,7,0.0785671
15,median,5,1.04778
saltpepper1,median,7,0.601706
15,mean,5,0.158037
saltpepper1,mean,7,0.0815707
9,median,7,0.583117
saltpepper1,highlight,7,0.0819512
9,mean,7,0.0739635
15,highlight,5,0.158435
9,highlight,7,0.0743602
18,median,7,0.531189
18,mean,7,0.0853768
18,highlight,7,0.0746629
6,median,7,0.601231
6,mean,7,0.0741778
6,highlight,7,0.0801466
7,median,5,1.09886
16,median,7,0.479465
16,mean,7,0.0739034
16,highlight,7,0.0747994
7,mean,5,0.159843
24,median,7,0.589069
7,highlight,5,0.159165
24,mean,7,0.0752874
24,highlight,7,0.0744116
4,median,7,0.583854
4,mean,7,0.0734039
22,median,7,0.557346
4,highlight,7,0.074122
22,mean,7,0.0734191
21,median,7,0.557813
22,highlight,7,0.0734857
21,mean,7,0.0736028
21,highlight,7,0.0746908
1,median,7,0.586625
1,mean,7,0.0734505
1,highlight,7,0.0733474
23,median,9,1.00765
23,mean,9,0.119255
2,median,9,1.01277
23,highlight,9,0.138385
2,mean,9,0.1207
12,median,7,0.567263
2,highlight,9,0.118406
12,mean,7,0.0732992
12,highlight,7,0.0736175
0,median,7,0.574439
0,mean,7,0.0731958
17,median,9,1.01393
0,highlight,7,0.0736239
17,mean,9,0.117927
image,median,9,0.94907
17,highlight,9,0.12621
image,mean,9,0.117923
image,highlight,9,0.128946
5,median,7,0.574318
3,median,9,0.257649
5,mean,7,0.073614
3,mean,9,0.0295699
3,highlight,9,0.0295096
5,highlight,7,0.0737404
20,median,9,1.03426
20,mean,9,0.117762
20,highlight,9,0.121394
14,median,9,0.159503
14,mean,9,0.0294205
14,highlight,9,0.0295823
8,median,9,1.02861
8,mean,9,0.118619
8,highlight,9,0.135114
saltpepper1,median,9,1.05017
saltpepper1,mean,9,0.118468
saltpepper1,highlight,9,0.118247
9,median,9,1.04539
13,median,7,2.41365
9,mean,9,0.127957
9,highlight,9,0.119249
13,mean,7,0.293292
13,highlight,7,0.307742
18,median,9,0.914736
18,mean,9,0.11814
18,highlight,9,0.12051
6,median,9,1.06773
6,mean,9,0.118328
6,highlight,9,0.118566
16,median,9,0.812514
16,mean,9,0.117895
16,highlight,9,0.1336
24,median,9,1.0556
24,mean,9,0.118239
24,highlight,9,0.118379
15,median,7,2.33684
4,median,9,1.03801
4,mean,9,0.119168
15,mean,7,0.299892
4,highlight,9,0.119521
15,highlight,7,0.309209
21,median,9,0.986174
21,mean,9,0.118985
21,highlight,9,0.121132
23,median,11,1.59736
23,mean,11,0.176216
23,highlight,11,0.178535
2,median,11,1.60022
2,mean,11,0.176363
2,highlight,11,0.176719
7,median,7,2.38235
7,mean,7,0.308301
7,highlight,7,0.294395
17,median,11,1.57807
17,mean,11,0.190881
17,highlight,11,0.183501
image,median,11,1.49631
22,median,9,0.969177
image,mean,11,0.186618
22,mean,9,0.130133
22,highlight,9,0.119469
image,highlight,11,0.177695
3,median,11,0.412186
3,mean,11,0.0434994
3,highlight,11,0.0438417
1,median,9,1.04995
20,median,11,1.59602
1,mean,9,0.119075
20,mean,11,0.173865
1,highlight,9,0.125133
20,highlight,11,0.173402
14,median,11,0.251181
14,mean,11,0.0434505
14,highlight,11,0.0434639
8,median,11,1.64341
12,median,9,1.01785
8,mean,11,0.180456
12,mean,9,0.120505
8,highlight,11,0.189629
12,highlight,9,0.131449
saltpepper1,median,11,1.66956
0,median,9,1.04826
saltpepper1,mean,11,0.192208
0,mean,9,0.120158
saltpepper1,highlight,11,0.177755
0,highlight,9,0.120873
9,median,11,1.69184
9,mean,11,0.196649
9,highlight,11,0.177885
5,median,9,1.02216
5,mean,9,0.119768
5,highlight,9,0.131587
18,median,11,1.45441
18,mean,11,0.176517
18,highlight,11,0.192777
6,median,11,1.68998
6,mean,11,0.177693
6,highlight,11,0.192272
16,median,11,1.29721
16,mean,11,0.176981
16,highlight,11,0.188753
24,median,11,1.64706
24,mean,11,0.17723
24,highlight,11,0.188471
4,median,11,1.64349
4,mean,11,0.176983
4,highlight,11,0.191501
23,rotate,0,0.118132
13,median,9,4.38382
23,schear,0,0.118911
17,rotate,0,0.119041
17,schear,0,0.136607
20,rotate,0,0.11809
13,mean,9,0.486728
20,schear,0,0.11824
14,rotate,0,0.0298813
14,schear,0,0.0295629
21,median,11,1.54171
saltpepper1,rotate,0,0.119162
saltpepper1,schear,0,0.11858
21,mean,11,0.179907
18,rotate,0,0.130413
13,highlight,9,0.484472
21,highlight,11,0.176793
18,schear,0,0.118945
2,rotate,0,0.117232
16,rotate,0,0.118478
2,schear,0,0.116376
16,schear,0,0.118792
image,rotate,0,0.12792
4,rotate,0,0.155436
image,schear,0,0.116436
3,rotate,0,0.0290241
3,schear,0,0.0298073
4,schear,0,0.129167
8,rotate,0,0.116163
8,schear,0,0.116108
9,rotate,0,0.130529
9,schear,0,0.11562
6,rotate,0,0.116022
6,schear,0,0.116188
24,rotate,0,0.116032
24,schear,0,0.12595
21,rotate,0,0.116494
21,schear,0,0.116044
15,median,9,4.18513
15,mean,9,0.485908
15,highlight,9,0.479335
7,median,9,4.17771
7,mean,9,0.482862
7,highlight,9,0.47375
22,median,11,1.50482
22,mean,11,0.185307
22,highlight,11,0.174064
1,median,11,1.6679
1,mean,11,0.19449
1,highlight,11,0.183648
12,median,11,1.58025
12,mean,11,0.188289
12,highlight,11,0.174821
0,median,11,1.62094
0,mean,11,0.193998
0,highlight,11,0.184176
5,median,11,1.57815
5,mean,11,0.186206
5,highlight,11,0.174906
13,median,11,6.8408
13,mean,11,0.702565
13,highlight,11,0.707775
15,median,11,6.60146
15,mean,11,0.70762
15,highlight,11,0.725766
7,median,11,6.56216
7,mean,11,0.708212
7,highlight,11,0.728957
22,rotate,0,0.119783
22,schear,0,0.119512
1,rotate,0,0.119586
1,schear,0,0.136938
12,rotate,0,0.119044
12,schear,0,0.119259
0,rotate,0,0.119523
0,schear,0,0.131177
5,rotate,0,0.118658
5,schear,0,0.118679
13,rotate,0,0.478651
13,schear,0,0.486788
15,rotate,0,0.504908
15,schear,0,0.487185
7,rotate,0,0.48802
7,schear,0,0.500927
16,median,3,0.0661181
9,median,3,0.0764276
23,median,3,0.0753931
12,median,3,0.0750659
16,mean,3,0.0179216
9,mean,3,0.0170262
12,mean,3,0.0169386
23,mean,3,0.0169878
16,highlight,3,0.0176336
9,highlight,3,0.0169205
12,highlight,3,0.0168233
23,highlight,3,0.0168294
17,median,3,0.0748682
6,median,3,0.0763908
0,median,3,0.0764387
4,median,3,0.083762
17,mean,3,0.0170457
6,mean,3,0.0171444
0,mean,3,0.0170516
4,mean,3,0.0175635
17,highlight,3,0.0169845
6,highlight,3,0.0170777
0,highlight,3,0.0170745
4,highlight,3,0.017746
24,median,3,0.0856402
20,median,3,0.0878577
5,median,3,0.088354
2,median,3,0.0908312
24,mean,3,0.0170386
20,mean,3,0.0171545
5,mean,3,0.0170252
2,mean,3,0.0170491
24,highlight,3,0.0169626
20,highlight,3,0.0169363
5,highlight,3,0.017084
2,highlight,3,0.0169999
14,median,3,0.0120068
14,mean,3,0.00429411
14,highlight,3,0.00434299
21,median,3,0.0814735
image,median,3,0.0729393
saltpepper1,median,3,0.0749085
21,mean,3,0.0171479
image,mean,3,0.0170379
saltpepper1,mean,3,0.0170494
21,highlight,3,0.0170783
image,highlight,3,0.0171746
saltpepper1,highlight,3,0.0176345
3,median,3,0.0184488
3,mean,3,0.00426865
3,highlight,3,0.00425956
22,median,3,0.0748219
18,median,3,0.0697214
22,mean,3,0.0171184
18,mean,3,0.0170622
8,median,3,0.0754999
22,highlight,3,0.0169913
18,highlight,3,0.0171818
8,mean,3,0.0170543
8,highlight,3,0.017469
1,median,3,0.0765125
13,median,3,0.30702
1,mean,3,0.0172334
1,highlight,3,0.0170451
13,mean,3,0.0686206
13,highlight,3,0.0678638
16,median,5,0.231521
23,median,5,0.259577
16,mean,5,0.0470669
23,mean,5,0.0497959
16,highlight,5,0.0457945
23,highlight,5,0.0406472
9,median,5,0.280394
9,mean,5,0.0400193
9,highlight,5,0.0398754
15,median,3,0.314389
15,mean,3,0.0686969
4,median,5,0.259153
17,median,5,0.260979
4,mean,5,0.0398726
17,mean,5,0.0401883
15,highlight,3,0.0701504
4,highlight,5,0.0402205
17,highlight,5,0.0399878
6,median,5,0.263559
6,mean,5,0.0398369
6,highlight,5,0.0398585
2,median,5,0.256355
20,median,5,0.266131
2,mean,5,0.0399617
7,median,3,0.313284
20,mean,5,0.0478309
2,highlight,5,0.039698
20,highlight,5,0.0399644
7,mean,3,0.0682557
24,median,5,0.266652
14,median,5,0.0379834
14,mean,5,0.0100792
14,highlight,5,0.0101508
24,mean,5,0.0401514
7,highlight,3,0.0682423
24,highlight,5,0.0399249
image,median,5,0.248513
image,mean,5,0.0467948
image,highlight,5,0.0481271
saltpepper1,median,5,0.277663
12,median,5,0.271298
21,median,5,0.2668
saltpepper1,mean,5,0.0401172
3,median,5,0.0647082
12,mean,5,0.0401174
3,mean,5,0.010062
3,highlight,5,0.010066
21,mean,5,0.0401738
saltpepper1,highlight,5,0.0403349
12,highlight,5,0.039973
21,highlight,5,0.0402068
18,median,5,0.240669
8,median,5,0.259731
0,median,5,0.267289
18,mean,5,0.0400688
8,mean,5,0.0399183
22,median,5,0.259631
0,mean,5,0.0401362
18,highlight,5,0.0402274
8,highlight,5,0.0405615
22,mean,5,0.0401683
0,highlight,5,0.0400596
22,highlight,5,0.0400329
5,median,5,0.269357
1,median,5,0.267067
5,mean,5,0.040038
1,mean,5,0.0403097
5,highlight,5,0.0399832
1,highlight,5,0.0403248
16,median,7,0.478564
16,mean,7,0.0904053
23,median,7,0.582459
16,highlight,7,0.0866238
23,mean,7,0.0798551
23,highlight,7,0.0754458
9,median,7,0.622101
9,mean,7,0.0751817
9,highlight,7,0.0776093
4,median,7,0.616905
17,median,7,0.589323
4,mean,7,0.0825362
17,mean,7,0.0750874
4,highlight,7,0.0940573
17,highlight,7,0.0875639
13,median,5,1.11805
13,mean,5,0.160742
6,median,7,0.606984
13,highlight,5,0.160166
6,mean,7,0.0763098
6,highlight,7,0.0752256
2,median,7,0.595254
20,median,7,0.571876
2,mean,7,0.0990002
20,mean,7,0.0883361
2,highlight,7,0.0749494
20,highlight,7,0.0752151
14,median,7,0.0862881
14,mean,7,0.0189847
14,highlight,7,0.0187632
24,median,7,0.595723
24,mean,7,0.0748399
24,highlight,7,0.0758154
image,median,7,0.55394
image,mean,7,0.0747595
15,median,5,1.09016
image,highlight,7,0.0759635
saltpepper1,median,7,0.597839
saltpepper1,mean,7,0.0889767
3,median,7,0.153572
15,mean,5,0.177914
3,mean,7,0.0187452
3,highlight,7,0.018641
saltpepper1,highlight,7,0.0842795
15,highlight,5,0.159752
21,median,7,0.582428
21,mean,7,0.075854
21,highlight,7,0.082341
18,median,7,0.530702
8,median,7,0.586662
18,mean,7,0.074587
8,mean,7,0.0747966
18,highlight,7,0.0752003
8,highlight,7,0.075181
22,median,7,0.593036
22,mean,7,0.0745623
22,highlight,7,0.0886782
7,median,5,1.11189
7,mean,5,0.162886
16,median,9,0.83119
7,highlight,5,0.161128
1,median,7,0.617739
16,mean,9,0.12081
23,median,9,1.03546
1,mean,7,0.0952012
16,highlight,9,0.137355
23,mean,9,0.133449
1,highlight,7,0.0752208
23,highlight,9,0.120908
12,median,7,0.578748
12,mean,7,0.0742519
12,highlight,7,0.0818087
4,median,9,1.04834
0,median,7,0.588562
9,median,9,1.06346
0,mean,7,0.0748814
17,median,9,1.01675
4,mean,9,0.118737
9,mean,9,0.119945
0,highlight,7,0.0745743
17,mean,9,0.120327
4,highlight,9,0.119828
9,highlight,9,0.119489
17,highlight,9,0.140149
5,median,7,0.577986
5,mean,7,0.0742621
5,highlight,7,0.0747856
2,median,9,1.02821
6,median,9,1.06892
2,mean,9,0.119059
20,median,9,1.02645
6,mean,9,0.120298
2,highlight,9,0.118995
20,mean,9,0.119143
6,highlight,9,0.119864
20,highlight,9,0.118865
14,median,9,0.161795
14,mean,9,0.0297166
14,highlight,9,0.0300789
image,median,9,0.958986
image,mean,9,0.118947
24,median,9,1.05667
image,highlight,9,0.119119
24,mean,9,0.12752
24,highlight,9,0.13445
saltpepper1,median,9,1.07318
3,median,9,0.270001
3,mean,9,0.0296249
3,highlight,9,0.0299409
saltpepper1,mean,9,0.119211
saltpepper1,highlight,9,0.120068
13,median,7,2.44894
13,mean,7,0.299216
21,median,9,0.989827
13,highlight,7,0.315649
21,mean,9,0.12085
8,median,9,1.05414
18,median,9,0.942872
21,highlight,9,0.120415
8,mean,9,0.123374
18,mean,9,0.120201
8,highlight,9,0.137049
18,highlight,9,0.13554
22,median,9,0.976047
22,mean,9,0.131879
22,highlight,9,0.12008
16,median,11,1.33366
16,mean,11,0.17846
23,median,11,1.62506
16,highlight,11,0.178702
23,mean,11,0.181348
23,highlight,11,0.187423
15,median,7,2.43202
1,median,9,1.07465
1,mean,9,0.119406
1,highlight,9,0.120957
15,mean,7,0.298581
15,highlight,7,0.306686
4,median,11,1.66442
4,mean,11,0.177682
17,median,11,1.5819
4,highlight,11,0.193821
17,mean,11,0.189777
17,highlight,11,0.176326
9,median,11,1.72791
9,mean,11,0.178463
9,highlight,11,0.194173
7,median,7,2.42306
2,median,11,1.59731
7,mean,7,0.305694
2,mean,11,0.191724
20,median,11,1.59139
2,highlight,11,0.176997
7,highlight,7,0.31932
20,mean,11,0.177037
20,highlight,11,0.176639
6,median,11,1.69086
14,median,11,0.254485
14,mean,11,0.0446252
14,highlight,11,0.044183
6,mean,11,0.176779
6,highlight,11,0.178997
12,median,9,1.00864
12,mean,9,0.11949
12,highlight,9,0.135369
image,median,11,1.5171
image,mean,11,0.178411
image,highlight,11,0.188682
saltpepper1,median,11,1.68379
3,median,11,0.415474
0,median,9,1.03605
3,mean,11,0.0441824
3,highlight,11,0.0442982
saltpepper1,mean,11,0.176155
0,mean,9,0.120224
24,median,11,1.67393
0,highlight,9,0.11925
saltpepper1,highlight,11,0.177563
24,mean,11,0.177289
24,highlight,11,0.190704
5,median,9,1.02058
5,mean,9,0.127163
5,highlight,9,0.11875
18,median,11,1.44568
8,median,11,1.67338
18,mean,11,0.186697
8,mean,11,0.177632
21,median,11,1.56096
8,highlight,11,0.178656
18,highlight,11,0.186122
16,rotate,0,0.118775
23,rotate,0,0.120365
21,mean,11,0.183226
16,schear,0,0.134034
23,schear,0,0.147254
21,highlight,11,0.188353
4,rotate,0,0.121732
17,rotate,0,0.137575
4,schear,0,0.119342
17,schear,0,0.126633
2,rotate,0,0.13955
20,rotate,0,0.149181
2,schear,0,0.120016
20,schear,0,0.120337
14,rotate,0,0.0301049
14,schear,0,0.02992
image,rotate,0,0.119306
saltpepper1,rotate,0,0.119574
image,schear,0,0.118407
3,rotate,0,0.0300726
3,schear,0,0.0297394
saltpepper1,schear,0,0.119674
8,rotate,0,0.118669
18,rotate,0,0.132338
8,schear,0,0.136093
18,schear,0,0.130872
22,median,11,1.55311
22,mean,11,0.180375
22,highlight,11,0.18717
13,median,9,4.37772
1,median,11,1.6875
1,mean,11,0.187464
13,mean,9,0.495315
1,highlight,11,0.176619
9,rotate,0,0.119253
9,schear,0,0.119598
6,rotate,0,0.136805
13,highlight,9,0.490654
6,schear,0,0.123421
24,rotate,0,0.119765
24,schear,0,0.119468
21,rotate,0,0.136306
21,schear,0,0.119125
22,rotate,0,0.12111
22,schear,0,0.119803
1,rotate,0,0.119798
1,schear,0,0.136533
15,median,9,4.26087
15,mean,9,0.478032
15,highlight,9,0.498531
7,median,9,4.22254
7,mean,9,0.486898
7,highlight,9,0.495374
12,median,11,1.59221
12,mean,11,0.178682
12,highlight,11,0.19584
0,median,11,1.6402
0,mean,11,0.176832
0,highlight,11,0.187211
5,median,11,1.59122
5,mean,11,0.175872
5,highlight,11,0.190935
13,median,11,6.84962
13,mean,11,0.705466
13,highlight,11,0.727968
15,median,11,6.64252
15,mean,11,0.715696
15,highlight,11,0.734097
7,median,11,6.58095
7,mean,11,0.708785
7,highlight,11,0.729278
12,rotate,0,0.126375
12,schear,0,0.142929
0,rotate,0,0.122519
0,schear,0,0.120725
5,rotate,0,0.140808
5,schear,0,0.123027
13,rotate,0,0.481644
13,schear,0,0.475802
15,rotate,0,0.479262
15,schear,0,0.486172
7,rotate,0,0.47535
7,schear,0,0.480322
16,median,3,0.0666465
12,median,3,0.0767931
9,median,3,0.0792253
23,median,3,0.0773575
16,mean,3,0.017421
12,mean,3,0.0172277
23,mean,3,0.0171817
9,mean,3,0.0180874
16,highlight,3,0.0172157
12,highlight,3,0.0170714
23,highlight,3,0.0171029
9,highlight,3,0.0176317
4,median,3,0.0750009
17,median,3,0.075737
0,median,3,0.0778718
6,median,3,0.0773213
4,mean,3,0.0173412
17,mean,3,0.0172345
0,mean,3,0.017282
6,mean,3,0.0178437
4,highlight,3,0.0178428
17,highlight,3,0.0171625
0,highlight,3,0.0173327
6,highlight,3,0.0178089
2,median,3,0.0762682
20,median,3,0.0760981
5,median,3,0.078189
24,median,3,0.0780075
2,mean,3,0.0172661
20,mean,3,0.0172202
5,mean,3,0.0172583
24,mean,3,0.0172802
2,highlight,3,0.0173323
20,highlight,3,0.0171711
5,highlight,3,0.0173261
24,highlight,3,0.0171273
14,median,3,0.0119206
14,mean,3,0.0043395
14,highlight,3,0.00490094
image,median,3,0.0848385
image,mean,3,0.0213793
21,median,3,0.0939721
image,highlight,3,0.0174672
21,mean,3,0.0173649
saltpepper1,median,3,0.105812
3,median,3,0.0188365
21,highlight,3,0.0175511
3,mean,3,0.00434425
3,highlight,3,0.00434604
saltpepper1,mean,3,0.0172661
saltpepper1,highlight,3,0.0179435
8,median,3,0.0765557
22,median,3,0.0843586
18,median,3,0.070517
8,mean,3,0.017876
22,mean,3,0.017796
18,mean,3,0.0180366
8,highlight,3,0.0176985
22,highlight,3,0.0172888
18,highlight,3,0.0173707
13,median,3,0.330505
1,median,3,0.0853903
1,mean,3,0.0172683
1,highlight,3,0.0171943
13,mean,3,0.0693964
13,highlight,3,0.0797677
16,median,5,0.238922
16,mean,5,0.041462
23,median,5,0.275885
16,highlight,5,0.0405267
23,mean,5,0.0402531
23,highlight,5,0.0416888
9,median,5,0.276297
9,mean,5,0.0398186
9,highlight,5,0.0397926
15,median,3,0.306078
4,median,5,0.26114
15,mean,3,0.0683437
4,mean,5,0.0415017
17,median,5,0.261541
4,highlight,5,0.0403877
