image,type,kernel_size,time
14,mean,9,0.0406458
8,highlight,9,0.176821
14,highlight,9,0.0314838
18,highlight,9,0.19719
12,median,9,1.1048
12,mean,9,0.12391
12,highlight,9,0.136409
24,median,9,1.13865
24,mean,9,0.121572
24,highlight,9,0.142224
16,median,9,0.953139
16,mean,9,0.12635
16,highlight,9,0.123349
2,median,11,1.68726
23,median,11,1.69776
0,median,9,1.07324
0,mean,9,0.122516
2,mean,11,0.180335
23,mean,11,0.180596
21,median,9,1.02328
0,highlight,9,0.1244
21,mean,9,0.134245
23,highlight,11,0.196114
2,highlight,11,0.227289
13,median,7,2.61284
21,highlight,9,0.137805
4,median,9,1.12289
4,mean,9,0.122013
13,mean,7,0.330477
4,highlight,9,0.145301
13,highlight,7,0.330045
22,median,11,1.59074
image,median,11,1.57958
17,median,11,1.65966
22,mean,11,0.194744
image,mean,11,0.201971
17,mean,11,0.203548
22,highlight,11,0.203543
image,highlight,11,0.188667
17,highlight,11,0.184174
9,median,11,1.93362
saltpepper1,median,11,1.76709
9,mean,11,0.27252
3,median,11,0.448191
saltpepper1,mean,11,0.180259
3,mean,11,0.0452123
9,highlight,11,0.190902
3,highlight,11,0.0614128
saltpepper1,highlight,11,0.201777
15,median,7,2.4995
15,mean,7,0.35505
1,median,11,1.81528
20,median,11,1.71081
1,mean,11,0.211108
15,highlight,7,0.341315
20,mean,11,0.211086
1,highlight,11,0.181077
20,highlight,11,0.185821
18,median,11,1.54475
6,median,11,1.77396
14,median,11,0.278841
18,mean,11,0.217466
14,mean,11,0.0505185
6,mean,11,0.207525
8,median,11,1.99531
14,highlight,11,0.0594997
18,highlight,11,0.209099
23,rotate,0,0.125684
6,highlight,11,0.182805
8,mean,11,0.181483
23,schear,0,0.130321
8,highlight,11,0.190625
17,rotate,0,0.148668
2,rotate,0,0.151863
17,schear,0,0.13329
2,schear,0,0.121059
20,rotate,0,0.153599
image,rotate,0,0.147641
20,schear,0,0.174258
14,rotate,0,0.031582
image,schear,0,0.122177
14,schear,0,0.0418476
3,rotate,0,0.0306634
3,schear,0,0.0303909
8,rotate,0,0.120627
8,schear,0,0.157254
12,median,11,1.73369
12,mean,11,0.181366
16,median,11,1.3834
12,highlight,11,0.179632
16,mean,11,0.209149
16,highlight,11,0.186651
24,median,11,1.77668
7,median,7,2.55459
24,mean,11,0.18069
7,mean,7,0.326291
24,highlight,11,0.204161
7,highlight,7,0.323926
0,median,11,1.72326
0,mean,11,0.199381
4,median,11,1.72289
5,median,9,1.0434
0,highlight,11,0.182554
5,mean,9,0.125599
4,mean,11,0.206906
22,rotate,0,0.14723
21,median,11,1.60085
5,highlight,9,0.143435
22,schear,0,0.125966
4,highlight,11,0.208522
21,mean,11,0.186257
saltpepper1,rotate,0,0.152763
1,rotate,0,0.18808
21,highlight,11,0.223549
saltpepper1,schear,0,0.146847
1,schear,0,0.159076
18,rotate,0,0.130452
9,rotate,0,0.131684
12,rotate,0,0.121522
18,schear,0,0.145535
9,schear,0,0.148391
12,schear,0,0.147041
6,rotate,0,0.122013
16,rotate,0,0.141149
0,rotate,0,0.122369
6,schear,0,0.147783
0,schear,0,0.147052
16,schear,0,0.183026
24,rotate,0,0.121603
4,rotate,0,0.120642
24,schear,0,0.140148
4,schear,0,0.185214
21,rotate,0,0.136975
21,schear,0,0.146393
13,median,9,4.81703
13,mean,9,0.485752
13,highlight,9,0.503102
15,median,9,4.34102
15,mean,9,0.508701
15,highlight,9,0.485148
7,median,9,4.32853
7,mean,9,0.506988
7,highlight,9,0.515271
5,median,11,1.65542
5,mean,11,0.217265
5,highlight,11,0.181861
13,median,11,6.98833
13,mean,11,0.718074
13,highlight,11,0.751862
15,median,11,6.81223
15,mean,11,0.720294
15,highlight,11,0.742817
7,median,11,6.95053
7,mean,11,0.772213
7,highlight,11,0.720588
5,rotate,0,0.142404
5,schear,0,0.15326
13,rotate,0,0.518196
13,schear,0,0.503013
15,rotate,0,0.514333
15,schear,0,0.486486
7,rotate,0,0.514242
7,schear,0,0.507169
22,median,3,0.0754084
9,median,3,0.0766801
saltpepper1,median,3,0.0751513
2,median,3,0.0759807
22,mean,3,0.0173328
9,mean,3,0.0173634
saltpepper1,mean,3,0.0188047
2,mean,3,0.0210008
22,highlight,3,0.0172536
9,highlight,3,0.0172732
23,median,3,0.117811
2,highlight,3,0.0177252
5,median,3,0.117496
saltpepper1,highlight,3,0.0257546
23,mean,3,0.0300716
5,mean,3,0.0310536
23,highlight,3,0.0303344
5,highlight,3,0.0304375
1,median,3,0.0793753
image,median,3,0.076951
6,median,3,0.0915521
1,mean,3,0.0181696
18,median,3,0.0884429
image,mean,3,0.017991
6,mean,3,0.0173957
1,highlight,3,0.0172757
18,mean,3,0.0173277
image,highlight,3,0.0180662
6,highlight,3,0.0173841
18,highlight,3,0.0174866
3,median,3,0.0194087
3,mean,3,0.00444461
3,highlight,3,0.00434995
17,median,3,0.118813
12,median,3,0.0773707
24,median,3,0.0797279
16,median,3,0.0736196
12,mean,3,0.0177008
17,mean,3,0.0288867
24,mean,3,0.0174762
16,mean,3,0.0174549
8,median,3,0.0770175
12,highlight,3,0.017431
24,highlight,3,0.0173308
16,highlight,3,0.017713
17,highlight,3,0.0287706
8,mean,3,0.0197443
8,highlight,3,0.0177599
0,median,3,0.0765046
21,median,3,0.0745787
4,median,3,0.0757926
0,mean,3,0.017447
21,mean,3,0.0175239
4,mean,3,0.0174134
0,highlight,3,0.0172955
21,highlight,3,0.0173991
4,highlight,3,0.0175296
20,median,3,0.11893
20,mean,3,0.0290813
20,highlight,3,0.0288405
14,median,3,0.0200731
14,mean,3,0.00727256
14,highlight,3,0.00748112
2,median,5,0.266232
13,median,3,0.486546
2,mean,5,0.0418496
22,median,5,0.269169
2,highlight,5,0.0564765
9,median,5,0.281682
saltpepper1,median,5,0.280355
22,mean,5,0.0580992
13,mean,3,0.11597
9,mean,5,0.0557654
saltpepper1,mean,5,0.0582075
22,highlight,5,0.0467994
9,highlight,5,0.0405595
saltpepper1,highlight,5,0.04112
13,highlight,3,0.116651
23,median,5,0.399997
image,median,5,0.264952
23,mean,5,0.0692669
image,mean,5,0.0411529
image,highlight,5,0.0415011
18,median,5,0.246778
1,median,5,0.27399
23,highlight,5,0.0691385
6,median,5,0.282026
18,mean,5,0.0405601
1,mean,5,0.0415665
3,median,5,0.066044
6,mean,5,0.040829
3,mean,5,0.0102026
18,highlight,5,0.0410029
3,highlight,5,0.0102617
1,highlight,5,0.0412448
6,highlight,5,0.0407669
15,median,3,0.3853
15,mean,3,0.0726044
17,median,5,0.280127
16,median,5,0.252597
17,mean,5,0.0585536
15,highlight,3,0.0885782
12,median,5,0.284961
8,median,5,0.294546
16,mean,5,0.0603882
24,median,5,0.290493
17,highlight,5,0.0538417
12,mean,5,0.0409805
8,mean,5,0.0410876
24,mean,5,0.0412522
16,highlight,5,0.0545325
8,highlight,5,0.0412969
12,highlight,5,0.0452005
24,highlight,5,0.0413233
20,median,5,0.283289
7,median,3,0.341487
20,mean,5,0.0413603
4,median,5,0.28789
0,median,5,0.285361
21,median,5,0.278654
20,highlight,5,0.0412553
4,mean,5,0.0408035
7,mean,3,0.0696835
0,mean,5,0.0407741
21,mean,5,0.0406106
14,median,5,0.0396965
4,highlight,5,0.0412558
14,mean,5,0.010395
0,highlight,5,0.0410208
14,highlight,5,0.0105287
21,highlight,5,0.0407069
7,highlight,3,0.0692377
2,median,7,0.596068
2,mean,7,0.0761044
5,median,5,0.278368
5,mean,5,0.0404369
2,highlight,7,0.075654
5,highlight,5,0.0585649
22,median,7,0.608164
23,median,7,0.602444
saltpepper1,median,7,0.628924
9,median,7,0.620011
22,mean,7,0.0760177
23,mean,7,0.0760217
saltpepper1,mean,7,0.076594
9,mean,7,0.0757493
22,highlight,7,0.075722
23,highlight,7,0.0758881
saltpepper1,highlight,7,0.0769934
9,highlight,7,0.0760857
image,median,7,0.570446
image,mean,7,0.0992046
image,highlight,7,0.0769059
3,median,7,0.162422
3,mean,7,0.0195869
3,highlight,7,0.0189162
18,median,7,0.592723
17,median,7,0.619727
1,median,7,0.647729
6,median,7,0.63038
18,mean,7,0.0759912
17,mean,7,0.0756597
1,mean,7,0.0759825
6,mean,7,0.0765404
18,highlight,7,0.076798
17,highlight,7,0.0761775
13,median,5,1.15309
1,highlight,7,0.0758911
6,highlight,7,0.0771564
13,mean,5,0.164613
13,highlight,5,0.166767
8,median,7,0.604914
8,mean,7,0.0820814
16,median,7,0.525683
8,highlight,7,0.077337
16,mean,7,0.0769784
20,median,7,0.62949
12,median,7,0.614095
16,highlight,7,0.0764892
24,median,7,0.637886
20,mean,7,0.0759443
12,mean,7,0.0758301
24,mean,7,0.0761276
20,highlight,7,0.0763326
12,highlight,7,0.0757732
24,highlight,7,0.0756832
14,median,7,0.0872108
14,mean,7,0.0190476
14,highlight,7,0.0190694
4,median,7,0.609925
4,mean,7,0.0759237
21,median,7,0.582653
0,median,7,0.623119
4,highlight,7,0.0802482
15,median,5,1.10274
21,mean,7,0.0773791
0,mean,7,0.0776051
0,highlight,7,0.0938248
21,highlight,7,0.0976826
2,median,9,1.06404
15,mean,5,0.189294
2,mean,9,0.125897
15,highlight,5,0.168478
2,highlight,9,0.145436
23,median,9,1.13445
23,mean,9,0.139078
23,highlight,9,0.12242
saltpepper1,median,9,1.14612
saltpepper1,mean,9,0.122207
22,median,9,1.13436
9,median,9,1.13463
saltpepper1,highlight,9,0.137614
22,mean,9,0.123549
9,mean,9,0.122951
image,median,9,1.047
22,highlight,9,0.149622
9,highlight,9,0.154375
7,median,5,1.21478
image,mean,9,0.128656
image,highlight,9,0.146437
7,mean,5,0.197993
7,highlight,5,0.163315
3,median,9,0.278954
3,mean,9,0.0305766
3,highlight,9,0.0311096
17,median,9,1.32408
17,mean,9,0.138159
18,median,9,1.01879
17,highlight,9,0.120875
18,mean,9,0.147434
5,median,7,0.6198
5,mean,7,0.077776
18,highlight,9,0.125332
6,median,9,1.14155
5,highlight,7,0.0763518
1,median,9,1.24576
6,mean,9,0.14512
1,mean,9,0.125662
6,highlight,9,0.122636
1,highlight,9,0.141028
8,median,9,1.14116
8,mean,9,0.123268
8,highlight,9,0.147245
20,median,9,1.13994
16,median,9,0.900413
20,mean,9,0.123186
16,mean,9,0.125754
20,highlight,9,0.122372
16,highlight,9,0.122233
14,median,9,0.196377
14,mean,9,0.0304189
14,highlight,9,0.0306561
24,median,9,1.12085
12,median,9,1.14379
24,mean,9,0.128264
24,highlight,9,0.142986
12,mean,9,0.198103
12,highlight,9,0.198028
4,median,9,1.11073
4,mean,9,0.123613
2,median,11,1.67569
4,highlight,9,0.16375
13,median,7,2.57773
21,median,9,1.0417
2,mean,11,0.212967
21,mean,9,0.149018
2,highlight,11,0.207132
21,highlight,9,0.122097
13,mean,7,0.367887
23,median,11,1.70248
0,median,9,1.31356
23,mean,11,0.20603
13,highlight,7,0.345984
0,mean,9,0.121865
0,highlight,9,0.126297
23,highlight,11,0.182571
saltpepper1,median,11,1.74855
saltpepper1,mean,11,0.183049
image,median,11,1.56499
saltpepper1,highlight,11,0.198452
image,mean,11,0.190445
9,median,11,1.75293
image,highlight,11,0.187145
9,mean,11,0.195573
9,highlight,11,0.211078
17,median,11,1.67536
22,median,11,1.79843
3,median,11,0.440547
17,mean,11,0.182977
3,mean,11,0.0453916
3,highlight,11,0.0448416
22,mean,11,0.180555
17,highlight,11,0.179664
22,highlight,11,0.189854
15,median,7,2.46191
15,mean,7,0.326965
18,median,11,1.55839
18,mean,11,0.183564
15,highlight,7,0.30271
18,highlight,11,0.182779
6,median,11,1.7397
6,mean,11,0.217773
8,median,11,1.74708
20,median,11,1.67885
6,highlight,11,0.192449
8,mean,11,0.188246
20,mean,11,0.194327
8,highlight,11,0.198362
20,highlight,11,0.190963
1,median,11,1.96381
2,rotate,0,0.121489
2,schear,0,0.143468
1,mean,11,0.201721
14,median,11,0.266276
14,mean,11,0.0449649
image,rotate,0,0.121322
14,highlight,11,0.0451938
16,median,11,1.38923
1,highlight,11,0.180161
image,schear,0,0.121219
23,rotate,0,0.120994
3,rotate,0,0.0302784
3,schear,0,0.0302905
16,mean,11,0.181143
23,schear,0,0.129071
8,rotate,0,0.124683
17,rotate,0,0.148723
16,highlight,11,0.207976
8,schear,0,0.148137
17,schear,0,0.122716
20,rotate,0,0.140746
20,schear,0,0.120143
14,rotate,0,0.0309466
14,schear,0,0.0310692
7,median,7,2.53958
24,median,11,1.77832
24,mean,11,0.183088
7,mean,7,0.324361
24,highlight,11,0.225065
7,highlight,7,0.327591
12,median,11,1.87019
12,mean,11,0.183084
4,median,11,1.74193
12,highlight,11,0.19324
4,mean,11,0.204356
4,highlight,11,0.184343
saltpepper1,rotate,0,0.121341
5,median,9,1.09708
saltpepper1,schear,0,0.150282
5,mean,9,0.122292
18,rotate,0,0.135068
5,highlight,9,0.145402
18,schear,0,0.135976
21,median,11,1.66631
16,rotate,0,0.140446
16,schear,0,0.133225
21,mean,11,0.209465
4,rotate,0,0.163972
21,highlight,11,0.193386
4,schear,0,0.152237
9,rotate,0,0.140787
9,schear,0,0.120833
6,rotate,0,0.152437
6,schear,0,0.120751
0,median,11,1.91952
24,rotate,0,0.124269
24,schear,0,0.144544
0,mean,11,0.202152
21,rotate,0,0.122387
0,highlight,11,0.185326
21,schear,0,0.124069
22,rotate,0,0.141003
22,schear,0,0.1346
1,rotate,0,0.121786
1,schear,0,0.14913
12,rotate,0,0.121651
12,schear,0,0.125722
0,rotate,0,0.144723
0,schear,0,0.121905
13,median,9,4.57978
13,mean,9,0.550247
13,highlight,9,0.584688
15,median,9,4.49517
15,mean,9,0.501328
15,highlight,9,0.507648
7,median,9,4.31318
7,mean,9,0.505976
7,highlight,9,0.486777
5,median,11,1.61664
5,mean,11,0.216697
5,highlight,11,0.257818
13,median,11,7.05503
13,mean,11,0.736974
13,highlight,11,0.733586
15,median,11,6.81612
15,mean,11,0.720689
15,highlight,11,0.743199
7,median,11,6.69451
7,mean,11,0.752922
7,highlight,11,0.751329
5,rotate,0,0.165776
5,schear,0,0.131273
13,rotate,0,0.495599
13,schear,0,0.526044
15,rotate,0,0.522104
15,schear,0,0.510786
7,rotate,0,0.535975
7,schear,0,0.496138
9,median,3,0.0780323
5,median,3,0.0766108
22,median,3,0.0804686
2,median,3,0.0794949
9,mean,3,0.0173738
5,mean,3,0.0179563
22,mean,3,0.0173743
2,mean,3,0.0173757
9,highlight,3,0.0172581
5,highlight,3,0.0178092
22,highlight,3,0.0172889
2,highlight,3,0.0172642
23,median,3,0.120155
saltpepper1,median,3,0.119149
23,mean,3,0.0303162
saltpepper1,mean,3,0.0306435
23,highlight,3,0.0303609
saltpepper1,highlight,3,0.0310342
6,median,3,0.0797425
1,median,3,0.0780856
image,median,3,0.0878701
6,mean,3,0.0179507
1,mean,3,0.0175911
image,mean,3,0.0174764
6,highlight,3,0.0174041
1,highlight,3,0.017409
image,highlight,3,0.0176392
3,median,3,0.0190207
3,mean,3,0.00439603
3,highlight,3,0.00436305
18,median,3,0.11156
17,median,3,0.11955
12,median,3,0.0768422
24,median,3,0.0783614
12,mean,3,0.0175891
24,mean,3,0.0177011
18,mean,3,0.0303728
17,mean,3,0.0308056
12,highlight,3,0.0173335
24,highlight,3,0.0174525
8,median,3,0.0757337
18,highlight,3,0.0308004
17,highlight,3,0.0303157
8,mean,3,0.0178606
8,highlight,3,0.0177446
21,median,3,0.075113
0,median,3,0.0764238
13,median,3,0.319181
21,mean,3,0.0179476
0,mean,3,0.0176431
21,highlight,3,0.0174846
0,highlight,3,0.0175503
16,median,3,0.107488
20,median,3,0.119952
16,mean,3,0.0295353
13,mean,3,0.0698466
20,mean,3,0.0309026
16,highlight,3,0.031202
20,highlight,3,0.0298129
14,median,3,0.0200939
14,mean,3,0.00734188
13,highlight,3,0.0695223
14,highlight,3,0.0074959
4,median,3,0.118977
2,median,5,0.26768
4,mean,3,0.0291141
4,highlight,3,0.0294139
2,mean,5,0.0615576
22,median,5,0.273615
9,median,5,0.287783
2,highlight,5,0.0563491
22,mean,5,0.0496645
9,mean,5,0.0492243
22,highlight,5,0.0411258
9,highlight,5,0.0407342
15,median,3,0.332461
23,median,5,0.396297
15,mean,3,0.0712965
image,median,5,0.257492
23,mean,5,0.0695289
15,highlight,3,0.0716782
image,mean,5,0.0432333
1,median,5,0.280346
saltpepper1,median,5,0.402158
23,highlight,5,0.0695282
image,highlight,5,0.06008
6,median,5,0.310182
1,mean,5,0.0557919
saltpepper1,mean,5,0.06995
6,mean,5,0.0413748
1,highlight,5,0.0406289
3,median,5,0.0717081
3,mean,5,0.0102475
3,highlight,5,0.0102134
6,highlight,5,0.0412012
saltpepper1,highlight,5,0.0699992
7,median,3,0.335679
12,median,5,0.26604
7,mean,3,0.0702087
8,median,5,0.268943
12,mean,5,0.0425734
24,median,5,0.282484
17,median,5,0.397875
8,mean,5,0.0406494
7,highlight,3,0.0716329
12,highlight,5,0.0408735
24,mean,5,0.0573358
17,mean,5,0.069479
8,highlight,5,0.0523243
18,median,5,0.362467
24,highlight,5,0.0530258
17,highlight,5,0.0715196
18,mean,5,0.0692165
18,highlight,5,0.0409099
0,median,5,0.280057
5,median,5,0.305356
0,mean,5,0.0436256
21,median,5,0.256785
5,mean,5,0.0657371
0,highlight,5,0.041455
21,mean,5,0.0406975
20,median,5,0.272336
21,highlight,5,0.0407057
16,median,5,0.240594
20,mean,5,0.0407482
5,highlight,5,0.0649912
16,mean,5,0.0414296
20,highlight,5,0.0405303
16,highlight,5,0.0414606
14,median,5,0.0385245
14,mean,5,0.0102309
14,highlight,5,0.0102375
2,median,7,0.587034
2,mean,7,0.0870612
4,median,5,0.301915
2,highlight,7,0.0923622
4,mean,5,0.0423098
4,highlight,5,0.0644398
22,median,7,0.609781
22,mean,7,0.0797331
9,median,7,0.649975
22,highlight,7,0.0761318
9,mean,7,0.0816802
23,median,7,0.632069
9,highlight,7,0.0973368
23,mean,7,0.0955545
23,highlight,7,0.0855766
image,median,7,0.600954
image,mean,7,0.0973223
image,highlight,7,0.0765924
saltpepper1,median,7,0.679078
saltpepper1,mean,7,0.0793689
3,median,7,0.163852
3,mean,7,0.0190867
saltpepper1,highlight,7,0.0993263
3,highlight,7,0.0192033
1,median,7,0.65498
13,median,5,1.3869
1,mean,7,0.0922906
6,median,7,0.69075
1,highlight,7,0.0805997
17,median,7,0.64396
13,mean,5,0.18638
6,mean,7,0.0917198
17,mean,7,0.0773405
6,highlight,7,0.0757699
17,highlight,7,0.0763731
13,highlight,5,0.163247
18,median,7,0.583666
8,median,7,0.629604
18,mean,7,0.0933463
8,mean,7,0.0761731
18,highlight,7,0.0801575
8,highlight,7,0.0772381
12,median,7,0.626914
12,mean,7,0.0761658
24,median,7,0.615206
12,highlight,7,0.076064
20,median,7,0.627138
24,mean,7,0.0952049
20,mean,7,0.103715
24,highlight,7,0.0968703
20,highlight,7,0.0788378
14,median,7,0.0872026
16,median,7,0.508474
14,mean,7,0.0195744
14,highlight,7,0.0193411
16,mean,7,0.0791664
16,highlight,7,0.10136
0,median,7,0.633579
0,mean,7,0.0761619
21,median,7,0.609559
0,highlight,7,0.0764182
15,median,5,1.38107
21,mean,7,0.107928
2,median,9,1.09773
21,highlight,7,0.0934325
15,mean,5,0.188277
2,mean,9,0.158271
4,median,7,0.629472
15,highlight,5,0.172007
4,mean,7,0.0767973
2,highlight,9,0.123951
4,highlight,7,0.0773436
23,median,9,1.1264
23,mean,9,0.123199
23,highlight,9,0.146288
22,median,9,1.04986
22,mean,9,0.127656
22,highlight,9,0.121588
9,median,9,1.14759
image,median,9,1.03124
9,mean,9,0.143844
image,mean,9,0.124463
7,median,5,1.21722
9,highlight,9,0.125004
saltpepper1,median,9,1.14017
image,highlight,9,0.142355
saltpepper1,mean,9,0.139835
7,mean,5,0.19926
saltpepper1,highlight,9,0.122953
7,highlight,5,0.1819
3,median,9,0.274976
17,median,9,1.08037
3,mean,9,0.0417964
3,highlight,9,0.0329601
17,mean,9,0.128355
17,highlight,9,0.145871
1,median,9,1.14757
1,mean,9,0.125302
5,median,7,0.615329
5,mean,7,0.0993069
1,highlight,9,0.138887
6,median,9,1.14958
5,highlight,7,0.0768121
18,median,9,0.99259
6,mean,9,0.122117
18,mean,9,0.146632
6,highlight,9,0.15099
18,highlight,9,0.122834
8,median,9,1.12789
8,mean,9,0.131638
20,median,9,1.08847
8,highlight,9,0.140427
20,mean,9,0.122641
20,highlight,9,0.1214
12,median,9,1.08981
14,median,9,0.184304
14,mean,9,0.0305747
14,highlight,9,0.0306497
12,mean,9,0.122197
16,median,9,0.884942
12,highlight,9,0.122994
24,median,9,1.09196
16,mean,9,0.125892
24,mean,9,0.148154
16,highlight,9,0.142921
24,highlight,9,0.136398
0,median,9,1.07735
2,median,11,1.70471
0,mean,9,0.137764
13,median,7,2.584
2,mean,11,0.197616
4,median,9,1.13101
0,highlight,9,0.166849
21,median,9,1.0464
4,mean,9,0.130968
2,highlight,11,0.21851
21,mean,9,0.153316
4,highlight,9,0.14299
13,mean,7,0.367875
21,highlight,9,0.160055
23,median,11,1.92603
23,mean,11,0.18925
13,highlight,7,0.323437
23,highlight,11,0.193122
22,median,11,1.59678
image,median,11,1.5823
22,mean,11,0.194957
image,mean,11,0.212131
22,highlight,11,0.228876
saltpepper1,median,11,1.75149
9,median,11,1.77015
image,highlight,11,0.206512
saltpepper1,mean,11,0.192623
9,mean,11,0.18818
saltpepper1,highlight,11,0.207852
17,median,11,1.68112
9,highlight,11,0.212444
3,median,11,0.463406
17,mean,11,0.203766
3,mean,11,0.0456916
3,highlight,11,0.0616137
17,highlight,11,0.202744
15,median,7,2.76718
15,mean,7,0.305417
18,median,11,1.55393
1,median,11,1.96099
15,highlight,7,0.330395
18,mean,11,0.196047
1,mean,11,0.281357
6,median,11,1.77455
18,highlight,11,0.221062
1,highlight,11,0.204209
8,median,11,1.73946
6,mean,11,0.207151
20,median,11,1.68088
8,mean,11,0.203253
6,highlight,11,0.207799
20,mean,11,0.209168
8,highlight,11,0.180817
20,highlight,11,0.180868
2,rotate,0,0.123646
2,schear,0,0.153852
14,median,11,0.266452
14,mean,11,0.0451583
image,rotate,0,0.126195
14,highlight,11,0.0460753
23,rotate,0,0.123625
image,schear,0,0.131539
3,rotate,0,0.0312869
3,schear,0,0.0311819
23,schear,0,0.12804
8,rotate,0,0.122408
17,rotate,0,0.142635
8,schear,0,0.155846
16,median,11,1.3769
17,schear,0,0.134819
20,rotate,0,0.152896
16,mean,11,0.213539
20,schear,0,0.123316
14,rotate,0,0.0307243
14,schear,0,0.0358285
16,highlight,11,0.199208
12,median,11,1.73848
12,mean,11,0.2205
24,median,11,1.78541
12,highlight,11,0.189455
24,mean,11,0.199551
7,median,7,2.79771
24,highlight,11,0.182797
7,mean,7,0.321026
7,highlight,7,0.440454
4,median,11,1.7401
4,mean,11,0.183167
4,highlight,11,0.235947
0,median,11,1.75585
saltpepper1,rotate,0,0.122174
21,median,11,1.61437
0,mean,11,0.211793
saltpepper1,schear,0,0.144284
21,mean,11,0.242844
18,rotate,0,0.150725
0,highlight,11,0.204009
5,median,9,1.23565
18,schear,0,0.127252
21,highlight,11,0.18078
22,rotate,0,0.120828
5,mean,9,0.121829
22,schear,0,0.143759
16,rotate,0,0.15964
9,rotate,0,0.14656
5,highlight,9,0.149035
16,schear,0,0.125736
9,schear,0,0.13099
1,rotate,0,0.160362
4,rotate,0,0.150779
6,rotate,0,0.151699
1,schear,0,0.168239
4,schear,0,0.124483
6,schear,0,0.124803
12,rotate,0,0.120765
24,rotate,0,0.146688
12,schear,0,0.159473
24,schear,0,0.125916
0,rotate,0,0.131873
21,rotate,0,0.149633
0,schear,0,0.136671
21,schear,0,0.124256
13,median,9,4.72433
13,mean,9,0.489194
13,highlight,9,0.517611
15,median,9,4.25744
15,mean,9,0.544299
15,highlight,9,0.492218
7,median,9,4.36066
7,mean,9,0.50432
7,highlight,9,0.518316
5,median,11,1.66016
5,mean,11,0.204721
5,highlight,11,0.179969
13,median,11,7.08426
13,mean,11,0.795678
13,highlight,11,0.744706
15,median,11,6.82129
15,mean,11,0.742763
15,highlight,11,0.728587
7,median,11,6.71884
7,mean,11,0.720191
7,highlight,11,0.742746
5,rotate,0,0.123703
5,schear,0,0.120431
13,rotate,0,0.511081
13,schear,0,0.486239
15,rotate,0,0.518889
15,schear,0,0.501603
7,rotate,0,0.511287
7,schear,0,0.481215
23,median,3,0.0761437
9,median,3,0.0769487
5,median,3,0.0759298
2,median,3,0.0759764
23,mean,3,0.0173175
9,mean,3,0.017716
5,mean,3,0.0172281
2,mean,3,0.0172895
23,highlight,3,0.0171727
5,highlight,3,0.017152
9,highlight,3,0.017588
2,highlight,3,0.0172416
22,median,3,0.116879
saltpepper1,median,3,0.117709
22,mean,3,0.0246278
saltpepper1,mean,3,0.0238107
22,highlight,3,0.0202031
saltpepper1,highlight,3,0.017965
image,median,3,0.0747118
17,median,3,0.0787635
6,median,3,0.0938935
image,mean,3,0.0188366
17,mean,3,0.0190206
6,mean,3,0.0173204
image,highlight,3,0.0175149
17,highlight,3,0.0172488
18,median,3,0.0754047
6,highlight,3,0.0172912
1,median,3,0.0795874
3,median,3,0.0189355
3,mean,3,0.00434634
3,highlight,3,0.00431375
18,mean,3,0.0179596
1,mean,3,0.0174151
18,highlight,3,0.017604
1,highlight,3,0.0173656
20,median,3,0.0765679
24,median,3,0.0778667
20,mean,3,0.0174051
8,median,3,0.0755413
24,mean,3,0.0173696
20,highlight,3,0.0172564
16,median,3,0.0686747
8,mean,3,0.017413
14,median,3,0.0121259
12,median,3,0.0765554
24,highlight,3,0.0172724
14,mean,3,0.00439442
14,highlight,3,0.00443127
16,mean,3,0.0182431
8,highlight,3,0.0177239
12,mean,3,0.0175586
16,highlight,3,0.0178567
12,highlight,3,0.0174082
13,median,3,0.316198
21,median,3,0.0743042
21,mean,3,0.0173506
4,median,3,0.076615
21,highlight,3,0.0174311
0,median,3,0.0760583
4,mean,3,0.01775
0,mean,3,0.0173436
4,highlight,3,0.0177712
13,mean,3,0.0696865
0,highlight,3,0.017306
13,highlight,3,0.069401
23,median,5,0.265467
2,median,5,0.262588
23,mean,5,0.0415157
2,mean,5,0.0604181
23,highlight,5,0.0618122
2,highlight,5,0.0580659
9,median,5,0.292676
22,median,5,0.284556
saltpepper1,median,5,0.297543
9,mean,5,0.0601552
22,mean,5,0.0405434
saltpepper1,mean,5,0.0410666
9,highlight,5,0.0497357
22,highlight,5,0.0407684
saltpepper1,highlight,5,0.0453876
15,median,3,0.331258
15,mean,3,0.0695046
17,median,5,0.269496
image,median,5,0.253117
17,mean,5,0.0408258
15,highlight,3,0.0700255
image,mean,5,0.046555
17,highlight,5,0.0410989
image,highlight,5,0.0503573
18,median,5,0.248613
6,median,5,0.268304
1,median,5,0.271467
3,median,5,0.0657978
18,mean,5,0.0413913
3,mean,5,0.0102302
6,mean,5,0.0405998
1,mean,5,0.0406596
3,highlight,5,0.0101585
18,highlight,5,0.0417749
6,highlight,5,0.0408285
1,highlight,5,0.0410902
20,median,5,0.263092
7,median,3,0.312497
20,mean,5,0.0409539
20,highlight,5,0.0578709
7,mean,3,0.0889201
16,median,5,0.244319
8,median,5,0.290007
14,median,5,0.0387973
14,mean,5,0.0102029
16,mean,5,0.0407631
24,median,5,0.2833
12,median,5,0.280558
14,highlight,5,0.0103545
8,mean,5,0.0428834
7,highlight,3,0.0710193
16,highlight,5,0.0421988
24,mean,5,0.0410008
12,mean,5,0.0413251
8,highlight,5,0.0548921
24,highlight,5,0.0409197
12,highlight,5,0.044332
5,median,5,0.27886
4,median,5,0.284792
5,mean,5,0.0465609
21,median,5,0.274132
0,median,5,0.277266
4,mean,5,0.041251
